invoice_no,customer_id,country,invoice_date,invoice_month,total_quantity,order_revenue,unique_products
557015,14735,United Kingdom,2011-06-16 12:11:00,2011-06,130,331.0,8
557016,16942,United Kingdom,2011-06-16 12:29:00,2011-06,58,169.66,24
557017,13199,United Kingdom,2011-06-16 12:29:00,2011-06,204,181.56,3
557018,14285,United Kingdom,2011-06-16 12:36:00,2011-06,2,5.9,1
557019,15907,United Kingdom,2011-06-16 12:45:00,2011-06,99,278.34,56
557020,13246,United Kingdom,2011-06-16 12:51:00,2011-06,209,212.47,15
557021,17642,United Kingdom,2011-06-16 12:55:00,2011-06,284,395.3,26
557023,16225,United Kingdom,2011-06-16 13:04:00,2011-06,53,183.95000000000002,9
557026,16571,United Kingdom,2011-06-16 13:14:00,2011-06,513,460.11,30
557027,12816,Poland,2011-06-16 13:24:00,2011-06,77,318.65000000000003,15
557032,16011,United Kingdom,2011-06-16 13:46:00,2011-06,90,141.29999999999998,10
557033,13826,United Kingdom,2011-06-16 13:48:00,2011-06,82,189.5,10
557034,13627,United Kingdom,2011-06-16 13:50:00,2011-06,336,421.08,23
557038,14037,United Kingdom,2011-06-16 13:57:00,2011-06,12,35.400000000000006,2
557039,16814,United Kingdom,2011-06-16 13:57:00,2011-06,181,297.15,12
557040,14243,United Kingdom,2011-06-16 14:22:00,2011-06,99,263.09,15
557041,13575,United Kingdom,2011-06-16 14:24:00,2011-06,33,88.55,5
557042,13004,United Kingdom,2011-06-16 14:26:00,2011-06,4,15.8,1
557055,12621,Germany,2011-06-16 14:45:00,2011-06,459,633.55,11
557056,12621,Germany,2011-06-16 14:46:00,2011-06,12,49.800000000000004,1
557057,16843,United Kingdom,2011-06-16 14:46:00,2011-06,2014,1830.72,68
557058,16843,United Kingdom,2011-06-16 14:47:00,2011-06,14,69.30000000000001,2
557063,17368,United Kingdom,2011-06-16 15:01:00,2011-06,107,190.95,20
557064,13263,United Kingdom,2011-06-16 15:07:00,2011-06,156,324.29,69
557065,17157,United Kingdom,2011-06-16 15:08:00,2011-06,102,161.46,8
557066,17463,United Kingdom,2011-06-16 15:10:00,2011-06,199,301.88,18
557067,13098,United Kingdom,2011-06-16 15:12:00,2011-06,768,1221.55,34
557068,13263,United Kingdom,2011-06-16 15:17:00,2011-06,48,13.440000000000001,3
557069,12562,France,2011-06-16 15:22:00,2011-06,270,510.27,28
557070,14755,United Kingdom,2011-06-16 15:28:00,2011-06,153,376.77,20
557089,13576,United Kingdom,2011-06-16 15:36:00,2011-06,120,343.44,4
557092,12908,United Kingdom,2011-06-16 15:39:00,2011-06,600,432.0,1
557100,16027,United Kingdom,2011-06-16 15:47:00,2011-06,154,108.7,3
557103,16852,United Kingdom,2011-06-16 15:49:00,2011-06,51,113.06,7
557109,15694,United Kingdom,2011-06-16 16:06:00,2011-06,88,304.08000000000004,2
557110,17865,United Kingdom,2011-06-16 16:26:00,2011-06,12,102.0,1
557113,16266,United Kingdom,2011-06-16 16:39:00,2011-06,36,117.0,4
557114,13951,United Kingdom,2011-06-16 16:43:00,2011-06,144,158.4,7
557115,14107,United Kingdom,2011-06-16 16:47:00,2011-06,204,361.76,18
557116,15219,United Kingdom,2011-06-16 16:57:00,2011-06,45,305.75,9
557117,14849,United Kingdom,2011-06-16 17:04:00,2011-06,573,620.58,30
557118,14849,United Kingdom,2011-06-16 17:05:00,2011-06,254,364.16,24
557119,17416,United Kingdom,2011-06-16 17:08:00,2011-06,604,937.74,21
557120,15669,United Kingdom,2011-06-16 17:12:00,2011-06,126,235.94,14
557121,14062,United Kingdom,2011-06-16 17:35:00,2011-06,160,360.03999999999996,5
557122,16558,United Kingdom,2011-06-16 17:37:00,2011-06,264,305.18,19
557123,15555,United Kingdom,2011-06-16 17:56:00,2011-06,194,164.22,37
557124,16359,United Kingdom,2011-06-16 18:19:00,2011-06,139,230.57,8
557125,17450,United Kingdom,2011-06-16 18:40:00,2011-06,3104,5405.48,11
557126,18168,United Kingdom,2011-06-16 19:21:00,2011-06,83,115.15,10
557127,15014,United Kingdom,2011-06-16 19:40:00,2011-06,68,117.72999999999999,2
557128,14765,United Kingdom,2011-06-16 19:49:00,2011-06,18,80.5,7
557129,17841,United Kingdom,2011-06-16 19:59:00,2011-06,204,463.6,76
557130,14005,United Kingdom,2011-06-17 08:09:00,2011-06,270,144.3,8
557131,13456,United Kingdom,2011-06-17 08:52:00,2011-06,60,217.4,7
557132,13107,United Kingdom,2011-06-17 08:57:00,2011-06,348,368.38,15
557133,17306,United Kingdom,2011-06-17 09:11:00,2011-06,288,305.28000000000003,1
557134,17306,United Kingdom,2011-06-17 09:12:00,2011-06,236,511.79999999999995,4
557135,17306,United Kingdom,2011-06-17 09:12:00,2011-06,998,461.9,4
557136,14911,EIRE,2011-06-17 09:23:00,2011-06,356,626.13,33
557141,16779,United Kingdom,2011-06-17 09:54:00,2011-06,238,387.65999999999997,12
557143,13090,United Kingdom,2011-06-17 10:12:00,2011-06,192,832.02,19
557144,13113,United Kingdom,2011-06-17 10:17:00,2011-06,128,600.08,12
557145,17139,United Kingdom,2011-06-17 10:43:00,2011-06,459,802.13,28
557146,17139,United Kingdom,2011-06-17 10:44:00,2011-06,56,86.84,7
557147,12408,Belgium,2011-06-17 10:51:00,2011-06,378,654.18,29
557149,17961,United Kingdom,2011-06-17 11:01:00,2011-06,19,13.05,7
557150,15555,United Kingdom,2011-06-17 11:02:00,2011-06,46,174.27,13
557152,15296,United Kingdom,2011-06-17 11:06:00,2011-06,2,13.899999999999999,2
557153,13735,United Kingdom,2011-06-17 11:07:00,2011-06,214,474.54,43
557208,16172,United Kingdom,2011-06-17 11:38:00,2011-06,215,351.97,22
557210,18118,United Kingdom,2011-06-17 11:49:00,2011-06,130,265.05,33
557211,15513,United Kingdom,2011-06-17 11:49:00,2011-06,186,1025.3400000000001,21
557212,12901,United Kingdom,2011-06-17 12:06:00,2011-06,576,610.5600000000001,1
557213,15021,United Kingdom,2011-06-17 12:16:00,2011-06,119,218.14000000000001,48
557214,17677,United Kingdom,2011-06-17 12:20:00,2011-06,544,964.77,21
557215,17677,United Kingdom,2011-06-17 12:22:00,2011-06,90,68.22,5
557216,17677,United Kingdom,2011-06-17 12:23:00,2011-06,24,42.42,3
557217,17426,United Kingdom,2011-06-17 12:30:00,2011-06,1259,1987.19,98
557218,17426,United Kingdom,2011-06-17 12:31:00,2011-06,36,98.16,5
557219,14776,United Kingdom,2011-06-17 12:39:00,2011-06,406,323.28,17
557220,14776,United Kingdom,2011-06-17 12:40:00,2011-06,60,58.08,3
557221,16869,United Kingdom,2011-06-17 13:01:00,2011-06,170,233.53,36
557222,14936,Channel Islands,2011-06-17 13:14:00,2011-06,836,2060.0299999999997,81
557223,13647,United Kingdom,2011-06-17 13:17:00,2011-06,174,379.22,10
557225,15311,United Kingdom,2011-06-17 13:37:00,2011-06,229,411.48,10
557226,15805,United Kingdom,2011-06-17 13:39:00,2011-06,205,252.63000000000002,16
557227,15805,United Kingdom,2011-06-17 13:40:00,2011-06,4,23.0,1
557228,15805,United Kingdom,2011-06-17 13:42:00,2011-06,6,17.700000000000003,1
557230,15181,United Kingdom,2011-06-17 13:57:00,2011-06,204,135.0,8
557232,12463,Belgium,2011-06-17 14:28:00,2011-06,220,337.84000000000003,23
557233,15356,United Kingdom,2011-06-17 14:44:00,2011-06,269,405.76,63
557235,17204,United Kingdom,2011-06-17 14:45:00,2011-06,108,245.5,11
557237,17204,United Kingdom,2011-06-17 14:46:00,2011-06,30,68.9,3
557247,12731,France,2011-06-17 15:09:00,2011-06,514,1359.58,22
557248,14491,United Kingdom,2011-06-17 15:22:00,2011-06,99,213.73,13
557250,12748,United Kingdom,2011-06-17 15:59:00,2011-06,26,68.44,17
557251,14085,United Kingdom,2011-06-17 16:07:00,2011-06,320,147.95,15
557252,17961,United Kingdom,2011-06-17 16:23:00,2011-06,2,11.9,1
557255,17616,United Kingdom,2011-06-19 10:11:00,2011-06,64,163.2,1
557256,17282,United Kingdom,2011-06-19 10:20:00,2011-06,344,274.56,5
557257,14051,United Kingdom,2011-06-19 10:34:00,2011-06,150,535.86,9
557258,12951,United Kingdom,2011-06-19 10:35:00,2011-06,58,126.9,7
557259,15909,United Kingdom,2011-06-19 10:38:00,2011-06,98,191.94,7
557260,17932,United Kingdom,2011-06-19 10:39:00,2011-06,202,345.5,22
557261,13005,United Kingdom,2011-06-19 10:53:00,2011-06,37,192.05,8
557262,16923,United Kingdom,2011-06-19 10:55:00,2011-06,88,174.53,23
557263,14646,Netherlands,2011-06-19 11:08:00,2011-06,4718,5683.0599999999995,52
557264,13618,United Kingdom,2011-06-19 11:09:00,2011-06,246,177.34,13
557265,13097,United Kingdom,2011-06-19 11:10:00,2011-06,106,341.81,13
557266,14878,United Kingdom,2011-06-19 11:14:00,2011-06,69,120.25,7
557267,16805,United Kingdom,2011-06-19 11:23:00,2011-06,269,245.82,43
557268,13097,United Kingdom,2011-06-19 11:26:00,2011-06,303,655.79,58
557270,14162,United Kingdom,2011-06-19 11:36:00,2011-06,32,111.68,12
557271,17769,United Kingdom,2011-06-19 11:41:00,2011-06,302,624.12,45
557272,17368,United Kingdom,2011-06-19 11:42:00,2011-06,100,535.0,1
557273,16050,United Kingdom,2011-06-19 11:44:00,2011-06,278,137.9,10
557274,14004,United Kingdom,2011-06-19 11:44:00,2011-06,356,580.34,28
557275,15544,United Kingdom,2011-06-19 11:45:00,2011-06,414,318.02,29
557276,16931,United Kingdom,2011-06-19 12:05:00,2011-06,202,184.23,35
557277,16484,United Kingdom,2011-06-19 12:06:00,2011-06,48,118.60000000000001,7
557278,13089,United Kingdom,2011-06-19 12:08:00,2011-06,616,1152.52,51
557279,18077,United Kingdom,2011-06-19 12:10:00,2011-06,169,233.89,18
557280,16701,United Kingdom,2011-06-19 12:19:00,2011-06,549,373.5,15
557281,13632,United Kingdom,2011-06-19 12:23:00,2011-06,77,201.57,25
557283,16813,United Kingdom,2011-06-19 12:26:00,2011-06,128,146.60999999999999,39
557284,17377,United Kingdom,2011-06-19 12:29:00,2011-06,63,133.07,12
557285,15046,United Kingdom,2011-06-19 12:31:00,2011-06,574,602.8,8
557286,17879,United Kingdom,2011-06-19 12:36:00,2011-06,45,178.51999999999998,6
557287,18109,United Kingdom,2011-06-19 12:47:00,2011-06,485,340.58,14
557289,16880,United Kingdom,2011-06-19 12:58:00,2011-06,91,144.23,24
557290,16880,United Kingdom,2011-06-19 13:01:00,2011-06,16,6.95,2
557291,18230,United Kingdom,2011-06-19 13:01:00,2011-06,144,388.98,10
557292,17562,United Kingdom,2011-06-19 13:06:00,2011-06,366,300.1,21
557293,16326,United Kingdom,2011-06-19 13:26:00,2011-06,57,249.95000000000002,25
557294,13629,United Kingdom,2011-06-19 13:28:00,2011-06,400,778.0,4
557295,12724,France,2011-06-19 13:37:00,2011-06,63,125.46000000000001,7
557296,15334,United Kingdom,2011-06-19 13:51:00,2011-06,84,114.5,29
557297,12421,Spain,2011-06-19 13:54:00,2011-06,145,239.35,14
557298,17519,United Kingdom,2011-06-19 13:55:00,2011-06,146,200.5,8
557299,13047,United Kingdom,2011-06-19 13:56:00,2011-06,174,562.4,32
557301,15373,United Kingdom,2011-06-19 14:08:00,2011-06,67,328.55,17
557302,13102,United Kingdom,2011-06-19 14:15:00,2011-06,184,236.44,11
557303,12450,Spain,2011-06-19 14:36:00,2011-06,64,101.88,6
557304,16326,United Kingdom,2011-06-19 14:40:00,2011-06,24,132.95,8
557305,13568,United Kingdom,2011-06-19 14:42:00,2011-06,70,192.85,41
557306,18062,United Kingdom,2011-06-19 14:47:00,2011-06,40,234.6,7
557307,14820,United Kingdom,2011-06-19 14:56:00,2011-06,87,139.77,8
557308,16744,United Kingdom,2011-06-19 15:13:00,2011-06,47,109.96,29
557309,16493,United Kingdom,2011-06-19 15:15:00,2011-06,462,414.49,20
557310,13240,United Kingdom,2011-06-19 15:33:00,2011-06,36,111.2,7
557311,15700,United Kingdom,2011-06-19 15:36:00,2011-06,355,692.78,84
557312,17001,United Kingdom,2011-06-19 15:47:00,2011-06,234,408.45,20
557313,13524,United Kingdom,2011-06-19 15:56:00,2011-06,30,88.50000000000001,3
557314,12541,Spain,2011-06-19 15:59:00,2011-06,131,223.74,11
557315,15535,United Kingdom,2011-06-19 16:02:00,2011-06,38,125.01,25
557316,17299,United Kingdom,2011-06-19 16:04:00,2011-06,228,151.63,18
557317,12837,United Kingdom,2011-06-19 16:07:00,2011-06,24,134.1,12
557318,14911,EIRE,2011-06-19 16:11:00,2011-06,84,303.3,14
557319,15076,United Kingdom,2011-06-20 08:23:00,2011-06,571,880.85,49
557320,15854,United Kingdom,2011-06-20 08:50:00,2011-06,54,321.3,4
557321,15854,United Kingdom,2011-06-20 08:50:00,2011-06,48,132.0,1
557322,17444,Canada,2011-06-20 09:04:00,2011-06,1092,1171.46,57
557325,15291,United Kingdom,2011-06-20 09:44:00,2011-06,186,325.26,7
557326,14194,United Kingdom,2011-06-20 09:50:00,2011-06,205,479.45000000000005,20
557327,14194,United Kingdom,2011-06-20 09:50:00,2011-06,20,81.84,4
557328,14646,Netherlands,2011-06-20 09:53:00,2011-06,61,154.67000000000002,59
557329,17227,United Kingdom,2011-06-20 10:13:00,2011-06,104,107.6,5
557330,14291,United Kingdom,2011-06-20 10:20:00,2011-06,358,361.98,28
557331,14291,United Kingdom,2011-06-20 10:21:00,2011-06,18,32.28,2
557332,14291,United Kingdom,2011-06-20 10:21:00,2011-06,6,22.5,1
557333,17723,United Kingdom,2011-06-20 10:25:00,2011-06,158,662.1,2
557349,16717,United Kingdom,2011-06-20 10:34:00,2011-06,154,298.44,18
557350,16670,United Kingdom,2011-06-20 10:41:00,2011-06,393,587.54,34
557351,16670,United Kingdom,2011-06-20 10:42:00,2011-06,4,13.0,1
557389,15921,United Kingdom,2011-06-20 11:03:00,2011-06,166,336.03000000000003,24
557397,17897,United Kingdom,2011-06-20 11:23:00,2011-06,73,131.98,38
557406,15747,United Kingdom,2011-06-20 11:30:00,2011-06,132,242.65,19
557407,14701,United Kingdom,2011-06-20 11:33:00,2011-06,37,97.95,11
557409,15410,United Kingdom,2011-06-20 11:34:00,2011-06,226,561.0400000000001,16
557410,14701,United Kingdom,2011-06-20 11:36:00,2011-06,61,109.58,15
557414,15840,United Kingdom,2011-06-20 11:42:00,2011-06,256,241.74,17
557416,17809,United Kingdom,2011-06-20 11:49:00,2011-06,72,90.0,1
557426,15016,United Kingdom,2011-06-20 12:06:00,2011-06,76,170.04,20
557427,12429,Denmark,2011-06-20 12:14:00,2011-06,393,1125.4,29
557428,17857,United Kingdom,2011-06-20 12:24:00,2011-06,200,750.0,1
557429,17857,United Kingdom,2011-06-20 12:26:00,2011-06,504,181.44,1
557430,16013,United Kingdom,2011-06-20 12:27:00,2011-06,100,375.0,1
557431,18260,United Kingdom,2011-06-20 12:37:00,2011-06,177,427.13,23
557442,14808,United Kingdom,2011-06-20 12:53:00,2011-06,476,679.62,83
557464,15301,United Kingdom,2011-06-20 13:06:00,2011-06,24,37.2,1
557466,13815,Germany,2011-06-20 13:08:00,2011-06,1357,1965.74,83
557468,16713,United Kingdom,2011-06-20 13:14:00,2011-06,396,529.67,95
557469,12904,United Kingdom,2011-06-20 13:18:00,2011-06,165,244.69,32
557470,13798,United Kingdom,2011-06-20 13:21:00,2011-06,256,589.44,5
557471,15825,United Kingdom,2011-06-20 13:27:00,2011-06,220,532.94,20
557472,12432,Norway,2011-06-20 13:27:00,2011-06,1090,2862.06,62
557473,17428,United Kingdom,2011-06-20 13:28:00,2011-06,216,524.5,28
557474,12432,Norway,2011-06-20 13:29:00,2011-06,336,454.6,13
557476,18223,United Kingdom,2011-06-20 13:41:00,2011-06,103,342.11,16
557477,18223,United Kingdom,2011-06-20 13:44:00,2011-06,9,33.75,1
557483,12643,France,2011-06-20 14:17:00,2011-06,51,250.50000000000003,2
557484,14796,United Kingdom,2011-06-20 14:36:00,2011-06,384,539.81,82
557485,15769,United Kingdom,2011-06-20 14:38:00,2011-06,1600,2876.0,6
557488,15581,United Kingdom,2011-06-20 14:48:00,2011-06,9,18.88,9
557489,12490,France,2011-06-20 14:58:00,2011-06,211,484.06,20
557490,13199,United Kingdom,2011-06-20 15:06:00,2011-06,96,243.84000000000003,2
557492,13717,United Kingdom,2011-06-20 15:08:00,2011-06,535,183.63,20
557498,12971,United Kingdom,2011-06-20 15:22:00,2011-06,52,107.04,2
557499,16320,Unspecified,2011-06-20 15:25:00,2011-06,78,185.78,9
557503,16839,United Kingdom,2011-06-20 15:47:00,2011-06,296,488.54,15
557504,16839,United Kingdom,2011-06-20 15:48:00,2011-06,40,215.6,2
557509,15389,United Kingdom,2011-06-20 16:18:00,2011-06,400,500.0,1
557510,17588,United Kingdom,2011-06-20 16:19:00,2011-06,204,305.04,2
557513,15700,United Kingdom,2011-06-20 16:53:00,2011-06,2,3.9,1
557514,14667,United Kingdom,2011-06-20 16:58:00,2011-06,108,173.42000000000002,17
557517,15125,United Kingdom,2011-06-20 17:09:00,2011-06,100,179.0,1
557518,15280,United Kingdom,2011-06-20 17:14:00,2011-06,154,113.12,16
557523,12971,United Kingdom,2011-06-21 08:27:00,2011-06,120,100.92,4
557524,12748,United Kingdom,2011-06-21 09:18:00,2011-06,16,38.08,5
557525,12759,Netherlands,2011-06-21 09:26:00,2011-06,353,637.72,39
557526,14397,United Kingdom,2011-06-21 09:30:00,2011-06,52,91.8,3
557527,13941,United Kingdom,2011-06-21 09:44:00,2011-06,402,712.3,9
557528,17159,United Kingdom,2011-06-21 09:49:00,2011-06,305,528.45,30
557529,15189,United Kingdom,2011-06-21 09:58:00,2011-06,154,385.78000000000003,5
557560,15329,United Kingdom,2011-06-21 10:37:00,2011-06,112,309.1,16
557568,17629,United Kingdom,2011-06-21 10:40:00,2011-06,190,108.94,8
557569,12474,Germany,2011-06-21 10:46:00,2011-06,272,427.76,24
557570,15998,United Kingdom,2011-06-21 10:48:00,2011-06,269,329.84,69
557571,12830,United Kingdom,2011-06-21 10:53:00,2011-06,2668,2221.84,13
557572,15061,United Kingdom,2011-06-21 10:55:00,2011-06,429,870.3,8
557573,15061,United Kingdom,2011-06-21 10:56:00,2011-06,96,69.12,1
557577,14606,United Kingdom,2011-06-21 11:02:00,2011-06,108,112.09,29
557583,14776,United Kingdom,2011-06-21 11:07:00,2011-06,24,13.200000000000001,1
557595,15507,United Kingdom,2011-06-21 11:19:00,2011-06,162,492.36,41
557598,14667,United Kingdom,2011-06-21 11:33:00,2011-06,127,202.62,23
557601,18252,United Kingdom,2011-06-21 11:47:00,2011-06,18,69.89999999999999,3
557602,14110,United Kingdom,2011-06-21 11:57:00,2011-06,156,379.72,9
557603,16526,United Kingdom,2011-06-21 12:02:00,2011-06,106,290.36,15
557604,15039,United Kingdom,2011-06-21 12:03:00,2011-06,271,653.3000000000001,44
557605,14911,EIRE,2011-06-21 12:06:00,2011-06,49,147.39999999999998,3
557611,17695,United Kingdom,2011-06-21 12:35:00,2011-06,358,353.6,18
557612,14460,United Kingdom,2011-06-21 12:40:00,2011-06,493,246.54,9
557614,16394,United Kingdom,2011-06-21 13:22:00,2011-06,636,313.8,10
557615,15498,United Kingdom,2011-06-21 13:24:00,2011-06,310,648.6,24
557616,12930,United Kingdom,2011-06-21 13:25:00,2011-06,108,221.56,14
557617,14543,United Kingdom,2011-06-21 13:37:00,2011-06,39,327.45,8
557618,14960,United Kingdom,2011-06-21 13:38:00,2011-06,20,88.3,2
557619,17757,United Kingdom,2011-06-21 13:58:00,2011-06,104,195.9,30
557620,14408,United Kingdom,2011-06-21 13:58:00,2011-06,79,133.53,11
557621,12444,Norway,2011-06-21 14:00:00,2011-06,582,1870.2,90
557622,17960,United Kingdom,2011-06-21 14:15:00,2011-06,41,73.78,26
557623,15498,United Kingdom,2011-06-21 14:15:00,2011-06,36,47.0,5
557625,15159,United Kingdom,2011-06-21 14:23:00,2011-06,336,469.72,27
557626,14175,United Kingdom,2011-06-21 14:29:00,2011-06,480,883.41,43
557627,12583,France,2011-06-21 14:30:00,2011-06,351,257.3,12
557628,15311,United Kingdom,2011-06-21 14:31:00,2011-06,1226,1966.66,29
557630,13178,United Kingdom,2011-06-21 14:53:00,2011-06,290,591.73,31
557631,18229,United Kingdom,2011-06-21 15:01:00,2011-06,178,410.34000000000003,10
557632,17420,United Kingdom,2011-06-21 15:07:00,2011-06,116,260.66,14
557633,13750,United Kingdom,2011-06-21 15:13:00,2011-06,95,302.39,10
557634,15412,United Kingdom,2011-06-21 15:24:00,2011-06,108,190.53,10
557635,12748,United Kingdom,2011-06-21 15:27:00,2011-06,157,194.89000000000001,22
557636,17841,United Kingdom,2011-06-21 15:41:00,2011-06,208,355.43,73
557639,12933,United Kingdom,2011-06-21 16:13:00,2011-06,313,246.73999999999998,41
557662,13630,United Kingdom,2011-06-21 17:51:00,2011-06,4,7.7,3
557667,15606,United Kingdom,2011-06-22 08:30:00,2011-06,91,309.81,6
557668,17828,Malta,2011-06-22 09:02:00,2011-06,24,30.0,1
557669,12674,France,2011-06-22 09:43:00,2011-06,272,390.06,20
557670,12798,Japan,2011-06-22 10:11:00,2011-06,2256,1607.04,6
557671,13849,United Kingdom,2011-06-22 10:11:00,2011-06,332,593.5799999999999,38
557672,16114,United Kingdom,2011-06-22 10:13:00,2011-06,43,135.75000000000003,8
557673,16180,United Kingdom,2011-06-22 10:15:00,2011-06,883,1581.85,13
557674,16422,United Kingdom,2011-06-22 10:19:00,2011-06,1967,1754.97,14
557676,15804,United Kingdom,2011-06-22 10:28:00,2011-06,314,600.03,28
557681,14463,United Kingdom,2011-06-22 10:31:00,2011-06,31,193.5,2
557734,12684,France,2011-06-22 11:20:00,2011-06,386,462.38,14
557735,16214,United Kingdom,2011-06-22 11:30:00,2011-06,100,313.08000000000004,9
557736,13420,United Kingdom,2011-06-22 11:35:00,2011-06,74,55.8,4
557739,13780,United Kingdom,2011-06-22 11:43:00,2011-06,173,116.28000000000002,9
557742,14911,EIRE,2011-06-22 11:46:00,2011-06,309,526.16,19
557743,18155,United Kingdom,2011-06-22 11:59:00,2011-06,105,152.63,11
557744,15194,United Kingdom,2011-06-22 12:09:00,2011-06,386,406.33,25
557745,15750,United Kingdom,2011-06-22 12:16:00,2011-06,489,497.26,66
557746,15059,United Kingdom,2011-06-22 12:24:00,2011-06,75,163.91,41
557747,13611,United Kingdom,2011-06-22 12:25:00,2011-06,237,333.57,17
557748,14527,United Kingdom,2011-06-22 12:32:00,2011-06,32,86.65,14
557749,13477,United Kingdom,2011-06-22 12:44:00,2011-06,239,249.76,14
557750,16841,United Kingdom,2011-06-22 12:50:00,2011-06,426,300.06,18
557751,14092,United Kingdom,2011-06-22 12:56:00,2011-06,99,250.09,12
557752,14092,United Kingdom,2011-06-22 12:57:00,2011-06,6,29.700000000000003,1
557753,17877,United Kingdom,2011-06-22 13:00:00,2011-06,98,237.61,12
557754,12432,Norway,2011-06-22 13:12:00,2011-06,1,700.0,1
557755,14733,United Kingdom,2011-06-22 13:14:00,2011-06,144,441.48,10
557757,14606,United Kingdom,2011-06-22 13:28:00,2011-06,64,100.67,13
557758,17585,United Kingdom,2011-06-22 13:28:00,2011-06,389,291.99,59
557759,14156,EIRE,2011-06-22 13:52:00,2011-06,281,493.03999999999996,28
557760,12901,United Kingdom,2011-06-22 13:57:00,2011-06,598,542.7,7
557761,14214,United Kingdom,2011-06-22 13:59:00,2011-06,305,183.56,17
557762,15810,United Kingdom,2011-06-22 14:01:00,2011-06,326,507.07,29
557763,17669,United Kingdom,2011-06-22 14:10:00,2011-06,300,453.72,21
557764,13089,United Kingdom,2011-06-22 14:21:00,2011-06,522,987.08,38
557765,16247,United Kingdom,2011-06-22 14:23:00,2011-06,182,114.56,16
557766,16566,United Kingdom,2011-06-22 14:24:00,2011-06,88,183.76,3
557767,13089,United Kingdom,2011-06-22 14:24:00,2011-06,12,17.4,1
557769,16626,United Kingdom,2011-06-22 14:38:00,2011-06,70,195.16,9
557770,14643,United Kingdom,2011-06-22 14:41:00,2011-06,429,335.87,16
557771,15601,United Kingdom,2011-06-22 14:43:00,2011-06,235,374.81,25
557772,16458,United Kingdom,2011-06-22 14:47:00,2011-06,156,222.0,11
557774,13695,United Kingdom,2011-06-22 15:00:00,2011-06,38,123.62,5
557775,16966,United Kingdom,2011-06-22 15:06:00,2011-06,144,332.16,2
557776,14422,United Kingdom,2011-06-22 15:07:00,2011-06,366,630.84,40
557781,17389,United Kingdom,2011-06-22 15:30:00,2011-06,42,52.5,1
557782,14640,United Kingdom,2011-06-22 15:41:00,2011-06,112,406.3,20
557783,12748,United Kingdom,2011-06-22 15:43:00,2011-06,4,4.94,3
557785,14364,United Kingdom,2011-06-22 15:50:00,2011-06,257,330.55,11
557786,15550,United Kingdom,2011-06-22 16:01:00,2011-06,62,141.14,17
557787,15041,United Kingdom,2011-06-22 16:16:00,2011-06,104,180.35,66
557788,14088,United Kingdom,2011-06-22 16:32:00,2011-06,7,33.16,4
557789,12379,Belgium,2011-06-22 16:32:00,2011-06,211,459.84,20
557790,14099,United Kingdom,2011-06-22 16:33:00,2011-06,191,403.81,21
557792,16987,United Kingdom,2011-06-22 16:44:00,2011-06,39,302.25,10
557793,14998,United Kingdom,2011-06-22 17:30:00,2011-06,165,246.23,30
557794,16287,United Kingdom,2011-06-23 09:08:00,2011-06,298,142.5,8
557795,13881,United Kingdom,2011-06-23 09:14:00,2011-06,822,1064.22,10
557796,13881,United Kingdom,2011-06-23 09:15:00,2011-06,48,202.4,2
557797,12919,United Kingdom,2011-06-23 09:22:00,2011-06,108,206.2,10
557798,16187,United Kingdom,2011-06-23 09:38:00,2011-06,812,910.98,47
557799,14854,United Kingdom,2011-06-23 09:53:00,2011-06,603,726.85,44
557800,12748,United Kingdom,2011-06-23 09:56:00,2011-06,1,7.95,1
557801,13319,United Kingdom,2011-06-23 10:14:00,2011-06,242,573.54,29
557802,15130,United Kingdom,2011-06-23 10:15:00,2011-06,197,330.11,22
557803,12704,Finland,2011-06-23 10:20:00,2011-06,157,329.56,13
557804,18198,United Kingdom,2011-06-23 10:24:00,2011-06,220,311.52,11
557805,17651,United Kingdom,2011-06-23 10:27:00,2011-06,192,344.1,22
557846,17365,United Kingdom,2011-06-23 10:44:00,2011-06,554,473.82,43
557848,15220,United Kingdom,2011-06-23 10:52:00,2011-06,78,88.62,5
557849,17613,United Kingdom,2011-06-23 10:52:00,2011-06,145,308.35,15
557850,12720,Germany,2011-06-23 10:56:00,2011-06,145,276.93,16
557852,15384,United Kingdom,2011-06-23 10:57:00,2011-06,348,338.84,21
557853,16258,United Kingdom,2011-06-23 11:01:00,2011-06,434,801.0,21
557854,13268,United Kingdom,2011-06-23 11:38:00,2011-06,301,312.47,43
557855,16806,United Kingdom,2011-06-23 11:46:00,2011-06,69,127.19,20
557856,16647,United Kingdom,2011-06-23 11:47:00,2011-06,81,86.31,5
557857,17370,United Kingdom,2011-06-23 11:50:00,2011-06,78,110.69999999999999,8
557858,14159,United Kingdom,2011-06-23 11:51:00,2011-06,289,312.68,81
557859,17709,United Kingdom,2011-06-23 11:55:00,2011-06,17,137.45,7
557860,17630,United Kingdom,2011-06-23 11:58:00,2011-06,46,168.1,7
557861,13437,United Kingdom,2011-06-23 12:13:00,2011-06,111,220.83,13
557864,15253,United Kingdom,2011-06-23 12:19:00,2011-06,211,173.85,12
557869,17961,United Kingdom,2011-06-23 12:21:00,2011-06,4,6.8999999999999995,3
557870,14404,United Kingdom,2011-06-23 12:36:00,2011-06,312,314.7,21
557871,13458,United Kingdom,2011-06-23 12:41:00,2011-06,130,300.78000000000003,13
557872,14911,EIRE,2011-06-23 12:42:00,2011-06,187,370.85,19
