stock_code,description,revenue,quantity,orders,customers,avg_unit_price
22190,LOCAL CAFE MUG,785.13,566,52,38,1.8186538461538464
23380,PACK OF 12 VINTAGE DOILY TISSUES,783.6899999999999,2087,92,85,0.3892553191489362
23004,TRAVEL CARD WALLET PANTRY,783.68,1862,123,73,0.4295348837209302
72818,CHRISTMAS DECOUPAGE CANDLE,782.77,1821,63,51,0.5966153846153847
15044C,PURPLE PAPER PARASOL,782.4000000000001,272,60,43,2.94344262295082
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,782.0,920,40,32,0.85
85159A,"BLACK TEA,COFFEE,SUGAR JARS",779.4499999999999,451,45,38,1.9744444444444442
35648,VINTAGE BEAD PINK PURSE ,776.4200000000001,814,60,40,0.9924999999999999
23220,REINDEER HEART DECORATION GOLD,775.2600000000001,930,77,55,0.909620253164557
84596G,SMALL CHOCOLATES PINK BOWL,775.02,1662,158,84,0.4851234567901235
22074,6 RIBBONS SHIMMERING PINKS ,774.59,1001,75,61,1.2164935064935065
22270,HAPPY EASTER HANGING DECORATION,773.97,211,42,35,3.7419999999999995
22682,FRENCH BLUE METAL DOOR SIGN 7,773.11,618,79,52,1.264375
22132,RED LOVE HEART SHAPE CUP,772.91,935,83,60,0.8562650602409638
23409,PHOTO FRAME LINEN AND LACE LARGE,771.72,208,41,39,3.7275609756097565
85059,FRENCH ENAMEL WATER BASIN,771.21,290,79,62,3.358875
20752,BLUE POLKADOT WASHING UP GLOVES,770.7,367,115,91,2.1
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,770.32,650,67,48,1.236619718309859
21927,BLUE/CREAM STRIPE CUSHION COVER ,769.9,622,98,41,1.2480808080808081
21112,"SWISS ROLL TOWEL, PINK  SPOTS",769.65,579,19,18,1.786842105263158
22342,HOME GARLAND PAINTED ZINC ,769.65,833,52,49,0.9826923076923078
22546,MINI JIGSAW PURDEY,767.8299999999999,2065,59,50,0.39899999999999997
22936,BAKING MOULD ROSE WHITE CHOCOLATE,766.88,258,33,30,3.3037142857142854
21199,PINK  HEART CONFETTI IN TUBE,766.56,864,48,45,1.3948979591836734
22986,GINGHAM ROSE WRAP,766.5,1825,72,68,0.42
21408,SPOTTY PINK DUCK DOORSTOP,764.91,225,65,50,4.047941176470588
22537,MAGIC DRAWING SLATE DINOSAUR,763.5600000000001,1818,135,115,0.42
21504,SKULLS GREETING CARD,763.2,1884,96,74,0.41690721649484536
22817,CARD SUKI BIRTHDAY,763.08,1858,126,79,0.4180952380952381
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,762.99,1272,108,80,0.6680733944954129
23458,DOLLY CABINET 3 DRAWERS ,762.4499999999999,51,30,30,14.95
84660A,WHITE STITCHED WALL CLOCK,761.9,837,36,30,1.3680555555555556
21631,HIPPY CHIC DECORATIVE PARASOL,761.85,155,16,15,7.25
23550,WRAP ALPHABET POSTER  ,761.0,1850,63,60,0.41873015873015873
21064,BOOM BOX SPEAKER BOYS,760.5,176,54,40,5.010000000000001
17084R,ASSORTED INCENSE PACK,760.3199999999999,4032,27,16,0.20259259259259257
21359,RELAX LARGE WOOD LETTERS,759.65,127,26,22,8.283333333333333
22522,CHILDS GARDEN FORK BLUE ,759.59,923,120,100,0.8489516129032257
22819,"BIRTHDAY CARD, RETRO SPOT",758.88,1848,126,94,0.41857142857142854
23423,PANTRY 3 HOOK ROLLING PIN HANGER,757.5,202,51,47,3.75
22497,SET OF 2 TINS VINTAGE BATHROOM ,756.5,178,59,50,4.25
22985,WRAP BILLBOARD FONTS DESIGN,756.0,1800,62,52,0.42
22325,MOBILE VINTAGE HEARTS ,755.25,153,58,49,4.9381355932203395
21287,SCENTED VELVET LOUNGE CANDLE ,755.13,1788,54,47,0.508888888888889
23519,EMBROIDERED RIBBON REEL CLAIRE,755.01,219,19,18,3.701578947368421
23487,SWEET HEART CAKE CARRIER,754.0,78,42,41,9.869047619047619
21743,STAR PORTABLE TABLE LIGHT ,753.6500000000001,275,31,28,2.9250000000000003
23017,APOTHECARY MEASURING JAR,751.4000000000001,64,21,20,12.178571428571429
22118,JOY WOODEN BLOCK LETTERS,748.83,219,78,67,4.2385
21125,SET 6 FOOTBALL CELEBRATION CANDLES,747.5,598,67,59,1.25
22815,CARD PSYCHEDELIC APPLES,747.24,1810,113,79,0.4184210526315789
85194L,HANGING SPRING FLOWER EGG LARGE,747.13,901,56,52,0.8477192982456141
23106,ZINC HEARTS PLANT POT HOLDER,746.15,275,49,48,2.769591836734694
22343,PARTY PIZZA DISH RED RETROSPOT,744.91,1705,63,48,0.55046875
21947,SET OF 6 HEART CHOPSTICKS,743.98,596,82,62,1.357840909090909
22519,CHILDS GARDEN BRUSH PINK,741.0,370,65,53,2.0846153846153848
84519A,TOMATO CHARLIE+LOLA COASTER SET,739.19,477,61,45,1.4506557377049178
20914,SET/5 RED SPOTTY LID GLASS BOWLS,734.4,288,1,1,2.55
22985,"WRAP, BILLBOARD FONTS DESIGN",731.0,1950,34,34,0.4152941176470588
20802,SMALL GLASS SUNDAE DISH CLEAR,730.44,648,44,40,1.4686363636363635
85114C,RED ENCHANTED FOREST PLACEMAT,730.0500000000001,457,60,37,1.6436507936507936
22480,RED TEA TOWEL CLASSIC DESIGN,729.77,613,67,57,1.2444117647058823
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,728.62,355,63,54,2.224920634920635
72799E,IVORY PILLAR CANDLE SILVER FLOCK,728.1400000000001,394,48,43,2.5612
21465,PINK FLOWER CROCHET FOOD COVER,727.46,193,63,55,3.808888888888889
21949,SET OF 6 STRAWBERRY CHOPSTICKS,725.49,613,59,46,1.305084745762712
23335,EGG FRYING PAN IVORY ,724.6400000000001,359,81,62,2.0744578313253013
85212,MINI PAINTED GARDEN DECORATION ,723.7199999999999,2452,70,60,0.38753424657534247
22182,CAKE STAND VICTORIAN FILIGREE SMALL,723.7,206,36,30,4.463157894736842
21294,ETCHED GLASS COASTER,722.88,1536,58,46,0.519
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,722.5,530,40,30,4.158536585365853
22566,FELTCRAFT HAIRBAND PINK AND PURPLE,721.38,834,118,94,0.8940322580645161
22524,CHILDRENS GARDEN GLOVES BLUE,721.0,592,65,55,1.247121212121212
22683,FRENCH BLUE METAL DOOR SIGN 8,720.57,575,80,54,1.2795
84609,TALL ROCOCO CANDLE HOLDER,720.0,90,17,16,8.352941176470589
22587,FELTCRAFT HAIRBAND RED AND BLUE,718.25,845,120,103,0.85
22523,CHILDS GARDEN FORK PINK,717.4,844,118,98,0.85
21288,STRIPEY CHOCOLATE NESTING BOXES,716.8000000000001,256,40,33,2.911904761904762
22102,MIRROR MOSAIC T-LIGHT HOLDER ,715.05,1533,18,13,1.51
22400,MAGNETS PACK OF 4 HOME SWEET HOME,714.6,1393,143,112,0.5756578947368421
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,714.09,1165,15,12,1.478235294117647
21983,PACK OF 12 BLUE PAISLEY TISSUES ,712.7299999999999,2223,124,98,0.352258064516129
22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,712.4599999999999,818,108,85,0.9209090909090909
23006,TRAVEL CARD WALLET FLOWER MEADOW,712.14,1699,130,88,0.41954198473282445
84817,DANISH ROSE DECORATIVE PLATE,710.64,951,55,48,1.4351785714285714
85185B,PINK HORSE SOCK PUPPET,709.45,247,45,40,2.934
22309,TEA COSY RED  STRIPE,709.38,293,64,48,2.645909090909091
37501,TEA TIME TEA SET IN GIFT BOX,708.9000000000001,102,29,28,6.95
21090,SET/6 COLLAGE PAPER PLATES,708.3,1672,116,98,0.46210084033613447
20801,LARGE PINK GLASS SUNDAE DISH,708.16,848,54,47,0.9405454545454546
85130B,BEADED CRYSTAL HEART GREEN LARGE,707.7,816,50,44,0.9564
22099,CARAVAN SQUARE TISSUE BOX,707.63,1405,122,96,0.6098496240601504
21905,MORE BUTTER METAL SIGN ,707.4100000000001,685,110,84,1.2900900900900902
84006,MAGIC TREE -PAPER FLOWERS,707.1999999999999,832,77,46,0.85
22025,RING OF ROSES BIRTHDAY CARD,707.04,1776,87,73,0.4152808988764045
22316,200 BENDY SKULL STRAWS,706.3000000000001,638,41,28,1.2364285714285714
23123,COCKTAIL SWORDS 50 PIECES,706.08,900,68,64,0.8236231884057971
22254,FELT TOADSTOOL LARGE,706.02,594,41,33,1.2453658536585366
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,705.7199999999999,1090,98,83,0.7429807692307692
21636,MADRAS NOTEBOOK MEDIUM,703.95,917,71,60,0.7961538461538462
23564,EGG CUP MILKMAID INGRID,703.51,587,42,39,1.2449999999999999
85116,BLACK CANDELABRA T-LIGHT HOLDER,702.8000000000001,694,37,30,1.231578947368421
79164,BLACK WINE GLASS,699.96,1672,19,12,0.63
10002,INFLATABLE POLITICAL GLOBE ,699.55,823,49,40,0.85
23115,RED APPLES CHOPPING BOARD   ,698.85,147,38,38,4.930000000000001
20966,SANDWICH BATH SPONGE,698.25,589,41,28,1.2453658536585366
21824,PAINTED METAL STAR WITH HOLLY BELLS,698.0,1450,73,63,0.5964935064935065
15034,PAPER POCKET TRAVELING FAN ,697.0600000000001,6419,91,70,0.13692307692307693
21162,TOXIC AREA  DOOR HANGER ,696.4,1416,137,98,0.6095714285714285
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,695.4599999999999,1668,137,114,0.4731081081081081
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,66,0.3154666666666667
21773,DECORATIVE ROSE BATHROOM BOTTLE,693.52,920,59,50,1.0779661016949154
22097,SWALLOW SQUARE TISSUE BOX,692.73,1591,132,103,0.5314473684210527
21204,DAISIES  HONEYCOMB GARLAND ,691.35,419,51,44,1.65
23183,MOTHER'S KITCHEN SPOON REST ,690.71,178,58,45,4.056610169491526
23222,CHRISTMAS TREE HANGING GOLD,690.64,776,64,49,0.9616666666666667
21530,DAIRY MAID TOASTRACK,690.12,756,83,64,1.072857142857143
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,689.79,263,71,59,3.367402597402598
20733,GOLD MINI TAPE MEASURE ,688.9,918,46,30,0.8391836734693877
21823,PAINTED METAL HEART WITH HOLLY BELL,687.98,1196,69,61,0.7479220779220779
21158,MOODY GIRL DOOR HANGER ,686.91,1427,146,103,0.6156774193548388
84660B,BLACK STITCHED WALL CLOCK,686.23,697,29,20,1.3226666666666667
23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,684.05,245,37,37,2.87974358974359
23114,VINTAGE LEAF CHOPPING BOARD  ,684.0,144,41,40,4.930487804878049
21680,WOODLAND  STICKERS,683.4,804,53,43,0.85
21708,FOLDING UMBRELLA CREAM POLKADOT,682.45,139,32,28,4.907575757575758
85032A,ROMANTIC IMAGES GIFT WRAP SET,679.8000000000001,738,96,82,0.7695876288659794
84763,ZINC FINISH 15CM PLANTER POTS,679.01,573,49,39,1.2422448979591836
84279B,CHERRY BLOSSOM DECORATIVE FLASK,678.18,182,57,48,3.7439999999999998
22685,FRENCH BLUE METAL DOOR SIGN 0,678.15,543,70,49,1.249142857142857
22586,FELTCRAFT HAIRBAND PINK AND BLUE,676.5999999999999,796,117,100,0.85
47593B,SCOTTIE DOGS BABY BIB,676.39,1663,94,68,0.4895833333333333
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,676.03,211,52,48,3.526774193548387
20748,KENSINGTON COFFEE SET,675.75,53,30,26,12.75
21991,BOHEMIAN COLLAGE STATIONERY SET,675.53,471,102,80,1.5112621359223302
21789,KIDS RAIN MAC PINK,675.13,799,67,55,0.8581690140845071
85049D,BRIGHT BLUES RIBBONS ,673.75,539,102,85,1.25
22341,LOVE GARLAND PAINTED ZINC ,672.65,405,41,37,1.8002439024390244
85231B,CINAMMON SET OF 9 T-LIGHTS,672.06,798,108,74,0.8898198198198198
23223,CHRISTMAS TREE HANGING SILVER ,671.77,747,67,51,0.9427142857142856
21866,UNION JACK FLAG LUGGAGE TAG,670.46,537,106,79,1.3015454545454543
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,669.91,491,51,38,1.6151923076923076
23025,DRAWER KNOB VINTAGE GLASS BALL,669.61,317,46,40,2.1245652173913046
21209,MULTICOLOUR HONEYCOMB FAN,669.12,1142,57,48,0.6794736842105262
21880,RED RETROSPOT TAPE,668.94,1458,99,84,0.5488000000000001
35646,VINTAGE BEAD PINK EVENING BAG,668.88,513,44,32,1.4330434782608696
22336,DOVE DECORATION PAINTED ZINC ,668.09,2283,49,47,0.439811320754717
23597,PAPER BUNTING PAISLEY PARK,667.6,248,28,28,2.9100000000000006
21696,SMALL SILVER TRELLIS CANDLEPOT,666.7,226,29,27,2.95
23568,EGG CUP HENRIETTA HEN CREAM ,664.52,580,28,24,1.2349999999999999
85032B,BLOSSOM IMAGES GIFT WRAP SET,663.6,751,93,84,0.7579787234042553
22518,CHILDS GARDEN BRUSH BLUE,663.3000000000001,333,57,44,2.0824561403508772
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,662.0600000000001,254,10,8,2.73
23547,WRAP FLOWER SHOP  ,661.5,1575,62,57,0.42
21272,SALLE DE BAIN HOOK,660.0699999999999,503,60,49,1.2512121212121212
23140,TRIPLE WIRE HOOK IVORY HEART,658.54,160,35,29,4.256857142857143
23042,PAPER LANTERN 7 POINT SNOW STAR,658.35,99,25,25,6.65
21066,VINTAGE RED MUG,657.62,688,41,32,1.2347619047619047
23120,PACK OF 6 SMALL FRUIT STRAWS,657.6,1648,79,69,0.418695652173913
22451,SILK PURSE BABUSHKA RED,657.5000000000001,202,38,35,3.33974358974359
21804,WHITE CHRISTMAS GARLAND STARS TREES,656.7,178,40,37,3.7236585365853654
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,655.34,1684,99,74,0.4303
21677,HEARTS  STICKERS,655.0,766,80,62,0.916625
22267,EASTER DECORATION EGG BUNNY ,654.7,828,75,67,0.9683116883116883
21351,CINAMMON & ORANGE WREATH,654.55,101,31,27,6.701515151515152
23482,PEARLISED IVORY HEART LARGE ,651.15,415,36,32,1.6388888888888888
22856,ASSORTED EASTER DECORATIONS  BELLS,650.28,564,22,21,1.2413636363636362
20996,JAZZ HEARTS ADDRESS BOOK,648.69,3057,184,124,0.2522872340425532
22281,EASTER TREE YELLOW BIRDS,648.5500000000001,109,43,35,5.95
22057,CERAMIC PLATE STRAWBERRY DESIGN,648.18,578,56,46,1.2457142857142858
22217,T-LIGHT HOLDER HANGING LACE,647.51,765,64,63,0.9986153846153846
22026,BANQUET BIRTHDAY  CARD  ,647.28,1572,100,71,0.41821782178217815
21774,DECORATIVE CATS BATHROOM BOTTLE,647.03,835,52,39,1.150576923076923
22718,CARD CAT AND TREE ,646.5600000000001,1560,104,70,0.41886792452830185
22321,BIRD DECORATION RED RETROSPOT,646.0,760,57,45,0.85
22251,BIRDHOUSE DECORATION MAGIC GARDEN,645.44,520,72,66,1.2474666666666667
22276,WASH BAG VINTAGE ROSE PAISLEY,645.15,253,62,53,2.55
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59,53,2.08
23524,WALL ART HORSE & PONY ,644.6700000000001,209,34,27,3.6908823529411765
17021,NAMASTE SWAGAT INCENSE,643.14,2427,47,30,0.2947368421052632
21398,RED POLKADOT COFFEE  MUG,642.75,1499,49,43,0.6691836734693878
23325,RUSTIC STRAWBERRY JAM POT SMALL,642.0,408,27,24,1.6203703703703705
85019B,BLOSSOM  IMAGES NOTEBOOK SET,640.5,498,25,21,1.37
84800L,LARGE WHITE/PINK ROSE ART FLOWER,639.36,360,22,20,1.9245454545454548
70007,HI TEC ALPINE HAND WARMER,639.36,732,53,46,1.4041379310344828
22454,MEASURING TAPE BABUSHKA RED,639.0,228,37,31,2.918421052631579
23298,"BUNTING , SPOTTY ",634.7,146,7,7,4.721428571428572
22814,CARD PARTY GAMES ,633.78,1581,95,75,0.41687499999999994
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,632.7500000000001,221,38,37,2.9394736842105265
35923,CANDY HEART HANGING DECORATION,631.71,1265,41,30,0.48333333333333334
22101,MIRROR MOSAIC VOTIVE HOLDER,631.62,837,24,21,1.9366666666666668
22535,MAGIC DRAWING SLATE BUNNIES ,631.44,1716,110,88,0.4149557522123894
21786,POLKADOT RAIN HAT ,631.15,1589,88,55,0.4553125
23551,PACK OF 12 PAISLEY PARK TISSUES ,630.63,1617,95,88,0.39
72232,FENG SHUI PILLAR CANDLE,630.23,3317,65,45,0.19
23019,SMALL APOTHECARY MEASURING JAR ,629.05,81,28,26,8.078571428571427
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,628.47,434,49,40,2.167
85141,JARDIN ETCHED GLASS FRUITBOWL,627.45,123,38,32,5.526190476190476
23453,OVAL  MINI PORTRAIT FRAME,627.4499999999999,323,46,40,1.944
20704,MR ROBOT SOFT TOY,626.45,211,39,38,4.77051282051282
85114B,IVORY ENCHANTED FOREST PLACEMAT,626.1,394,51,36,1.6423076923076922
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,17,14,5.95
22999,TRAVEL CARD WALLET RETRO PETALS,624.36,1490,88,61,0.4193478260869565
84581,DOG TOY WITH PINK CROCHET SKIRT,623.26,166,70,60,3.7607042253521126
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,622.64,1256,103,88,0.6224545454545455
79163,BLACK CHAMPAGNE GLASS,621.87,1517,33,25,0.5045454545454545
22618,COOKING SET RETROSPOT,621.66,66,25,23,9.8916
23224,CHERUB HEART DECORATION GOLD,620.45,719,59,44,0.9328813559322033
21628,TRIANGULAR POUFFE VINTAGE ,620.4,44,16,14,14.691176470588236
85135C,RED DRAGONFLY HELICOPTER,620.1,78,49,41,7.95
22615,PACK OF 12 CIRCUS PARADE TISSUES ,618.42,2024,69,61,0.33285714285714285
79066K,RETRO MOD TRAY,618.13,739,110,69,0.9029090909090909
22393,PAPERWEIGHT VINTAGE COLLAGE,617.38,487,49,43,1.9869999999999999
22715,CARD WEDDING DAY,615.24,1506,98,78,0.4181632653061224
22753,SMALL YELLOW BABUSHKA NOTEBOOK ,614.63,918,166,98,0.7716666666666666
22450,SILK PURSE BABUSHKA BLUE,614.0,184,52,41,3.3425925925925926
23216,LAUREL HEART ANTIQUE GOLD,613.51,518,40,32,1.348048780487805
22701,PINK DOG BOWL,613.24,436,52,39,2.240754716981132
21424,WOODLAND STORAGE BOX LARGE ,612.0500000000001,227,22,19,2.8772727272727274
21894,POTTING SHED SEED ENVELOPES,610.73,476,71,57,1.3145333333333333
23492,VINTAGE JINGLE BELLS WREATH,610.5,74,26,24,8.25
23070,EDWARDIAN HEART PHOTO FRAME,610.0500000000001,147,33,29,4.15
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,608.65,679,44,40,0.9046666666666667
21054,NURSE'S BAG SOFT TOY,608.5999999999999,68,27,24,8.95
22481,BLACK TEA TOWEL CLASSIC DESIGN,608.52,694,84,68,1.0448275862068965
21195,PINK  HONEYCOMB PAPER BALL ,607.86,417,24,21,1.8675
22862,LOVE HEART NAPKIN BOX ,607.75,143,45,42,4.25
21769,VINTAGE POST OFFICE CABINET,607.6500000000001,11,2,2,66.36
22533,MAGIC DRAWING SLATE BAKE A CAKE ,607.62,1745,78,68,0.41126582278481016
23471,SIX DRAWER OFFICE TIDY,605.9499999999999,65,26,26,9.76111111111111
21126,SET OF 6 GIRLS CELEBRATION CANDLES,605.44,488,67,57,1.2472463768115942
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,603.89,559,52,43,1.1427868852459016
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,603.86,1176,110,86,0.701764705882353
22981,PANTRY APPLE CORER,603.4,436,72,58,1.4473684210526316
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,601.22,120,47,44,5.148297872340425
85177,BASKET OF FLOWERS SEWING KIT,600.61,775,42,40,0.8813953488372093
84789,ENCHANTED BIRD PLANT CAGE,599.5500000000001,181,43,33,3.6409090909090907
16225,RATTLE SNAKE EGGS,599.34,762,75,57,1.1883116883116882
22520,CHILDS GARDEN TROWEL BLUE ,599.25,705,105,88,0.85
85199L,LARGE HANGING IVORY & RED WOOD BIRD,598.37,925,65,52,0.6481538461538462
22228,BUNNY WOODEN PAINTED WITH BIRD ,598.16,852,93,81,0.6982978723404255
23282,FOLDING BUTTERFLY MIRROR IVORY ,597.7800000000001,735,100,67,0.8747058823529411
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,596.96,287,27,26,2.08
22389,PAPERWEIGHT SAVE THE PLANET,596.91,329,36,36,1.9886111111111109
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,595.6500000000001,243,28,28,2.632142857142857
23124,18PC WOODEN CUTLERY SET DISPOSABLE,595.15,503,24,23,1.24125
21643,ASSORTED TUTTI FRUTTI MIRROR,594.26,490,31,27,1.2377419354838708
22893,MINI CAKE STAND T-LIGHT HOLDER,591.84,1464,65,45,0.41727272727272724
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,591.25,865,26,25,0.8165384615384615
84660C,PINK STITCHED WALL CLOCK,590.57,639,27,20,1.0018518518518518
23520,EMBROIDERED RIBBON REEL RUBY ,589.38,166,30,30,3.735161290322581
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,587.86,1346,61,53,0.5696825396825397
23018,LARGE APOTHECARY MEASURING JAR ,587.2,50,20,19,12.2975
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,586.55,445,40,26,1.6007142857142855
84754,S/15 SILVER GLASS BAUBLES IN BAG,586.46,502,36,35,1.2397297297297296
22133,PINK LOVE HEART SHAPE CUP,585.78,702,60,41,0.8738333333333334
84509B,SET OF 4 FAIRY CAKE PLACEMATS,585.0,156,48,37,3.75
22106,MIRROR MOSAIC HURRICANE LAMP ,584.9,286,12,9,5.566666666666666
85125,SMALL ROUND CUT GLASS CANDLESTICK,584.65,129,18,14,4.802631578947368
22999,TRAVEL CARD WALLET VINTAGE LEAF,581.7,1385,97,65,0.42000000000000004
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,581.58,360,42,40,2.090222222222222
21883,STARS GIFT TAPE ,581.0600000000001,1368,93,82,0.5566666666666668
22163,HEART STRING MEMO HOLDER HANGING,580.94,626,49,41,1.3829411764705883
22684,FRENCH BLUE METAL DOOR SIGN 9,579.4,464,60,41,1.2490163934426228
85144,JARDIN ETCHED GLASS CHEESE DISH,579.35,221,40,37,3.7988372093023255
22279,POCKET BAG BLUE PAISLEY RED SPOT,578.41,480,46,43,1.27
22021,BLUE FELT EASTER EGG BASKET,577.5,350,64,60,1.65
21143,ANTIQUE GLASS HEART DECORATION ,577.1999999999999,296,26,26,1.95
22786,CUSHION COVER PINK UNION JACK,576.64,108,37,31,5.934864864864865
22448,PIN CUSHION BABUSHKA RED,576.3100000000001,187,34,29,3.199411764705882
21684,SMALL MEDINA STAMPED METAL BOWL ,575.41,764,36,27,0.8878378378378379
22035,VINTAGE CARAVAN GREETING CARD ,574.0600000000001,1406,87,65,0.4265909090909091
40001,WHITE BAMBOO RIBS LAMPSHADE,573.7099999999999,755,35,23,0.82
22396,MAGNETS PACK OF 4 RETRO PHOTO,572.8199999999999,1182,107,87,0.6361607142857143
22403,MAGNETS PACK OF 4 VINTAGE LABELS ,569.75,1223,85,72,0.5827906976744186
22339,CHRISTMAS TREE PAINTED ZINC ,569.29,2283,51,44,0.26854545454545453
22067,CHOC TRUFFLE GOLD TRINKET POT ,569.13,389,48,32,1.522549019607843
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,569.1,259,19,16,2.4825
21627,ELEPHANT CARNIVAL POUFFE,568.1,38,24,14,14.949999999999998
21822,GLITTER CHRISTMAS TREE WITH BELLS,567.79,615,58,45,1.0282089552238807
21171,BATHROOM METAL SIGN ,566.8,424,60,43,1.4333333333333333
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,566.5,506,10,9,3.59
85032C,CURIOUS IMAGES GIFT WRAP SET,566.4,597,84,72,0.7833333333333334
22288,HANGING METAL RABBIT DECORATION,566.25,453,39,37,1.25
22096,PINK PAISLEY SQUARE TISSUE BOX ,564.48,1364,109,89,0.5168644067796611
22266,EASTER DECORATION HANGING BUNNY,563.35,1861,78,69,0.46279069767441866
23428,IVORY RETRO KITCHEN WALL CLOCK,559.5,70,26,25,8.107692307692307
84912B,GREEN ROSE WASHBAG,558.75,149,46,32,3.75
85172,HYACINTH BULB T-LIGHT CANDLES,557.76,1328,40,34,0.42
22129,PARTY CONES CANDY TREE DECORATION,557.28,696,28,27,0.836551724137931
35651,VINTAGE BEAD PINK SCARF ,557.1,330,33,29,1.8352941176470587
23069,EDWARDIAN PHOTO FRAME,556.25,89,31,27,6.25
23454,THREE MINI HANGING FRAMES,556.1,134,44,39,4.15
21289,LARGE STRIPES CHOCOLATE GIFT BAG,553.75,443,19,19,1.25
22525,CHILDRENS GARDEN GLOVES PINK,553.5,458,52,42,1.246346153846154
22272,FELTCRAFT DOLL MARIA,553.1,194,46,43,2.9414893617021276
23456,MEDIUM PARLOUR PICTURE FRAME ,550.0,136,34,31,4.126470588235295
23381,PACK OF 12 VINTAGE LEAF TISSUES ,549.6899999999999,1487,64,59,0.38895522388059706
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,548.63,436,81,60,1.2795121951219512
37327,ASSTD MULTICOLOUR CIRCLES MUG,548.37,1375,45,36,0.4189583333333333
85019A,ROMANTIC IMAGES NOTEBOOK SET,547.25,409,28,25,1.7857142857142858
84519B,CARROT CHARLIE+LOLA COASTER SET,547.24,426,91,63,1.3353763440860216
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,546.88,554,93,68,1.1112903225806452
20986,BLUE CALCULATOR RULER,546.76,462,58,40,1.3207936507936506
35810A,ENAMEL PINK COFFEE CONTAINER,546.21,603,52,46,1.018148148148148
23549,WRAP BIRD GARDEN ,546.0,1300,51,46,0.42
85103,SILVER T-LIGHT SETTING,545.45,91,6,6,6.3500000000000005
84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,545.16,2244,62,57,0.2770967741935484
22825,DECORATIVE PLANT POT WITH FRIEZE,544.5,70,25,23,7.902
22249,DECORATION WHITE CHICK MAGIC GARDEN,544.09,645,75,73,0.8484883720930232
20702,PINK PADDED MOBILE,544.0,128,40,31,4.25
22258,FELT FARM ANIMAL RABBIT,543.9399999999999,722,36,35,1.1347222222222222
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,543.35,33,22,14,16.768181818181816
21948,SET OF 6 CAKE CHOPSTICKS,543.07,418,54,37,1.4012499999999999
21159,MOODY BOY  DOOR HANGER ,542.75,1109,108,73,0.6914678899082569
22821,GIFT BAG PSYCHEDELIC APPLES,542.46,834,66,52,0.6553731343283583
85176,SEWING SUSAN 21 NEEDLE SET,542.24,626,75,50,0.9228
20767,BLUE PAISLEY JOURNAL ,541.97,217,58,50,2.6216393442622947
18098C,PORCELAIN BUTTERFLY OIL BURNER,540.5500000000001,193,36,24,2.918421052631579
21448,12 DAISY PEGS IN WOOD BOX,539.55,327,62,46,1.65
22514,CHILDS GARDEN SPADE BLUE,539.1,261,75,61,2.0967105263157895
20772,GARDEN PATH JOURNAL,534.46,218,46,40,2.592608695652174
21205,MULTICOLOUR 3D BALLS GARLAND,532.95,209,48,43,2.55
37475,SET/4 COLOURFUL MIXING BOWLS,532.11,57,29,27,9.755333333333333
22136,LOVE HEART SOCK HANGER,531.9,334,50,37,1.6462264150943395
23324,RUSTIC STRAWBERRY JAM POT LARGE ,531.84,261,33,32,2.073030303030303
22246,MAGIC GARDEN FELT GARLAND ,531.78,266,35,30,2.1991428571428573
21208,PASTEL COLOUR HONEYCOMB FAN,531.6899999999999,873,56,50,0.626140350877193
