customer_id,first_purchase_date,last_purchase_date,recency,frequency,monetary,avg_order_value,total_quantity,unique_products,customer_lifetime_days,r_score,f_score,m_score,rfm_score,rfm_total_score,segment
14840,2011-03-17 12:00:00,2011-03-17 12:00:00,268,1,62.85,62.85,31,4,0,1,1,1,111,3,Lost / Low Value
14841,2010-12-16 10:28:00,2011-10-17 15:03:00,53,6,3295.76,549.2933333333334,1778,138,305,3,5,5,355,13,Loyal Customers
14842,2011-02-04 15:32:00,2011-10-27 12:37:00,44,4,2824.69,706.1725,1166,145,264,3,4,5,345,12,Loyal Customers
14844,2011-04-12 13:10:00,2011-10-07 10:41:00,64,4,3189.81,797.4525,1833,130,177,3,4,5,345,12,Loyal Customers
14847,2011-07-14 10:52:00,2011-07-14 10:52:00,149,1,309.4,309.4,120,13,0,2,1,2,212,5,Lost / Low Value
14849,2010-12-01 12:22:00,2011-11-18 10:58:00,22,25,7930.54,317.2216,5694,388,351,4,5,5,455,14,Champions
14850,2011-02-01 11:21:00,2011-02-01 11:21:00,312,1,325.75,325.75,293,21,0,1,1,2,112,4,Lost / Low Value
14851,2011-03-28 14:59:00,2011-11-16 14:20:00,23,2,511.35,255.675,325,28,232,4,3,3,433,10,Potential Loyalists
14852,2011-04-01 13:22:00,2011-10-12 13:20:00,58,6,2836.69,472.7816666666667,1747,143,193,3,5,5,355,13,Loyal Customers
14853,2011-05-12 15:17:00,2011-11-15 16:56:00,24,2,475.8,237.9,82,9,187,4,3,2,432,9,Potential Loyalists
14854,2011-03-10 12:22:00,2011-09-22 17:00:00,78,7,2759.83,394.26142857142855,1832,126,196,2,5,5,255,12,At Risk High Value
14855,2011-07-28 12:06:00,2011-08-12 14:02:00,119,2,645.6500000000001,322.82500000000005,267,20,15,2,3,3,233,8,At Risk
14856,2011-10-14 09:35:00,2011-11-03 14:53:00,36,3,1311.38,437.1266666666667,714,65,20,3,3,4,334,10,Big Spenders
14857,2011-07-14 15:03:00,2011-10-11 09:23:00,60,2,1173.12,586.56,464,60,88,3,3,4,334,10,Big Spenders
14859,2011-05-19 14:42:00,2011-11-27 11:18:00,13,4,1353.74,338.435,671,58,191,5,4,4,544,13,Champions
14860,2011-11-20 14:17:00,2011-11-20 14:17:00,19,1,170.32,170.32,232,11,0,4,1,1,411,6,New Customers
14861,2011-10-18 12:54:00,2011-10-18 12:54:00,52,1,125.79,125.79,117,6,0,3,1,1,311,5,Regular Customers
14862,2011-07-14 11:20:00,2011-11-14 10:01:00,26,2,841.2,420.6,772,48,122,4,3,3,433,10,Potential Loyalists
14863,2011-11-10 15:04:00,2011-11-10 15:04:00,29,1,266.76,266.76,132,11,0,4,1,2,412,7,New Customers
14865,2010-12-02 18:23:00,2011-12-02 16:25:00,7,2,52.2,26.1,108,4,364,5,3,1,531,9,Potential Loyalists
14866,2010-12-08 14:58:00,2011-11-29 11:45:00,11,12,14389.9,1199.1583333333333,6752,99,355,5,5,5,555,15,Champions
14867,2011-01-07 16:34:00,2011-06-07 11:39:00,186,3,710.28,236.76,328,36,150,1,3,3,133,7,At Risk
14868,2011-04-20 13:36:00,2011-12-06 14:49:00,3,8,2953.59,369.19875,1405,144,230,5,5,5,555,15,Champions
14869,2011-08-28 16:09:00,2011-12-01 12:36:00,9,2,725.7,362.85,550,69,94,5,3,3,533,11,Potential Loyalists
14870,2011-03-23 10:51:00,2011-03-23 10:51:00,262,1,327.25,327.25,119,13,0,1,1,2,112,4,Lost / Low Value
14871,2010-12-14 12:18:00,2011-12-06 13:42:00,3,4,522.38,130.595,185,92,357,5,4,3,543,12,Loyal Customers
14873,2011-05-13 13:52:00,2011-05-13 13:52:00,210,1,519.68,519.68,168,28,0,1,1,3,113,5,Regular Customers
14875,2011-03-22 11:53:00,2011-08-24 12:20:00,108,2,1465.32,732.66,558,47,155,2,3,4,234,9,At Risk
14878,2010-12-16 12:11:00,2011-11-27 11:15:00,13,9,1485.54,165.06,802,120,345,5,5,4,554,14,Champions
14880,2011-02-24 12:27:00,2011-09-23 13:42:00,77,3,706.19,235.39666666666668,373,46,211,2,3,3,233,8,At Risk
14881,2011-11-20 11:06:00,2011-11-20 11:06:00,20,1,255.4,255.4,316,17,0,4,1,2,412,7,New Customers
14882,2011-11-06 10:15:00,2011-11-13 12:47:00,27,2,589.7,294.85,158,11,7,4,3,3,433,10,Potential Loyalists
14883,2011-05-12 09:49:00,2011-11-21 10:23:00,19,6,761.59,126.93166666666667,790,53,193,4,5,3,453,12,Loyal Customers
14885,2011-07-31 12:05:00,2011-07-31 12:05:00,132,1,765.3199999999999,765.3199999999999,724,15,0,2,1,3,213,6,Regular Customers
14886,2011-04-01 08:56:00,2011-04-01 08:56:00,253,1,364.8,364.8,160,18,0,1,1,2,112,4,Lost / Low Value
14887,2011-09-21 15:32:00,2011-09-21 15:32:00,79,1,1862.0,1862.0,1100,6,0,2,1,4,214,7,Big Spenders
14888,2011-05-16 14:58:00,2011-05-16 14:58:00,207,1,369.2,369.2,184,20,0,1,1,2,112,4,Lost / Low Value
14889,2011-01-07 15:19:00,2011-01-07 15:19:00,336,1,135.9,135.9,90,10,0,1,1,1,111,3,Lost / Low Value
14890,2011-03-31 11:57:00,2011-03-31 11:57:00,254,1,125.65,125.65,51,7,0,1,1,1,111,3,Lost / Low Value
14891,2011-06-05 10:58:00,2011-07-14 18:08:00,148,2,554.38,277.19,505,33,39,2,3,3,233,8,At Risk
14893,2011-11-28 10:49:00,2011-11-30 12:31:00,10,2,1237.85,618.925,799,73,2,5,3,4,534,12,Potential Loyalists
14894,2011-09-15 13:51:00,2011-09-15 13:51:00,85,1,655.75,655.75,265,23,0,2,1,3,213,6,Regular Customers
14895,2011-02-22 13:08:00,2011-12-02 09:23:00,8,20,11138.710000000001,556.9355,4851,498,282,5,5,5,555,15,Champions
14896,2010-12-09 12:24:00,2011-05-19 10:20:00,205,2,468.77000000000004,234.38500000000002,279,43,160,1,3,2,132,6,At Risk
14897,2011-02-16 08:37:00,2011-12-02 10:32:00,8,4,1366.38,341.595,468,55,289,5,4,4,544,13,Champions
14898,2010-12-03 15:25:00,2011-11-16 14:54:00,23,6,1303.52,217.25333333333333,1020,99,347,4,5,4,454,13,Champions
14901,2010-12-02 11:20:00,2011-11-28 17:09:00,11,9,1421.29,157.92111111111112,661,95,361,5,5,4,554,14,Champions
14902,2011-11-14 10:34:00,2011-11-14 10:34:00,26,1,332.66,332.66,218,20,0,4,1,2,412,7,New Customers
14903,2011-03-06 11:50:00,2011-11-18 16:07:00,21,5,2810.63,562.126,1536,347,257,4,4,5,445,13,Champions
14904,2011-11-14 09:13:00,2011-12-07 12:55:00,2,2,1025.44,512.72,1985,69,23,5,3,4,534,12,Potential Loyalists
14905,2011-04-20 10:48:00,2011-07-05 12:41:00,158,2,616.1500000000001,308.07500000000005,287,17,76,2,3,3,233,8,At Risk
14907,2010-12-07 10:14:00,2011-12-06 14:14:00,3,7,3501.1,500.15714285714284,1691,165,364,5,5,5,555,15,Champions
14908,2011-09-26 12:56:00,2011-09-26 12:56:00,74,1,277.8,277.8,132,9,0,2,1,2,212,5,Lost / Low Value
14910,2011-10-16 11:06:00,2011-12-07 10:06:00,3,4,434.35,108.5875,238,30,51,5,4,2,542,11,Regular Customers
14911,2010-12-01 14:05:00,2011-12-08 15:54:00,1,201,143825.06,715.5475621890547,80265,5670,372,5,5,5,555,15,Champions
14912,2011-04-07 11:06:00,2011-11-23 09:20:00,17,2,867.85,433.925,971,27,229,4,3,3,433,10,Potential Loyalists
14913,2010-12-15 14:35:00,2011-11-04 08:29:00,36,4,1227.43,306.8575,1743,87,323,3,4,4,344,11,Loyal Customers
14915,2011-03-07 09:39:00,2011-09-09 13:34:00,91,2,307.48,153.74,112,12,186,2,3,2,232,7,At Risk
14916,2011-01-19 15:30:00,2011-09-30 09:20:00,71,4,1268.98,317.245,1136,77,253,3,4,4,344,11,Loyal Customers
14918,2011-07-08 12:50:00,2011-08-16 11:50:00,116,2,1610.15,805.075,675,45,38,2,3,4,234,9,At Risk
14920,2011-05-11 10:31:00,2011-05-11 10:32:00,213,2,977.77,488.885,509,57,0,1,3,4,134,8,At Risk
14921,2011-05-22 12:51:00,2011-11-09 13:17:00,30,2,1316.07,658.035,953,78,171,4,3,4,434,11,Potential Loyalists
14923,2011-10-20 11:51:00,2011-10-20 11:51:00,51,1,749.1,749.1,418,44,0,3,1,3,313,7,Regular Customers
14924,2011-04-08 09:25:00,2011-04-08 09:25:00,246,1,310.05,310.05,64,10,0,1,1,2,112,4,Lost / Low Value
14929,2011-11-07 17:21:00,2011-11-07 17:21:00,32,1,223.88,223.88,136,11,0,4,1,1,411,6,New Customers
14930,2011-03-10 14:42:00,2011-08-23 10:31:00,109,3,2372.86,790.9533333333334,1166,127,165,2,3,5,235,10,At Risk
14931,2011-04-13 09:32:00,2011-12-05 10:19:00,5,5,1257.68,251.536,417,41,236,5,4,4,544,13,Champions
14932,2010-12-09 11:48:00,2010-12-09 11:48:00,366,1,363.53,363.53,80,17,0,1,1,2,112,4,Lost / Low Value
14934,2011-03-02 11:48:00,2011-09-19 10:10:00,82,2,1890.94,945.47,1042,87,200,2,3,4,234,9,At Risk
14935,2011-02-15 14:44:00,2011-02-15 14:44:00,297,1,1784.71,1784.71,935,10,0,1,1,4,114,6,Big Spenders
14936,2011-03-09 11:53:00,2011-11-06 10:30:00,34,8,8137.0199999999995,1017.1274999999999,4085,364,241,3,5,5,355,13,Loyal Customers
14937,2011-08-01 14:16:00,2011-10-14 12:29:00,57,3,1621.8799999999999,540.6266666666667,484,34,73,3,3,4,334,10,Big Spenders
14944,2011-02-16 12:47:00,2011-11-10 09:10:00,30,12,5900.250000000001,491.68750000000006,2815,170,266,4,5,5,455,14,Champions
14946,2011-11-25 13:33:00,2011-11-25 13:33:00,14,1,100.9,100.9,22,3,0,4,1,1,411,6,New Customers
14947,2011-08-01 09:31:00,2011-09-28 15:48:00,72,2,290.82,145.41,179,14,58,2,3,2,232,7,At Risk
14948,2011-05-04 14:52:00,2011-11-16 17:16:00,23,6,1101.9699999999998,183.66166666666663,673,63,196,4,5,4,454,13,Champions
14950,2011-11-20 13:48:00,2011-11-20 13:48:00,19,1,371.2,371.2,136,19,0,4,1,2,412,7,New Customers
14951,2011-09-21 15:15:00,2011-09-21 15:15:00,79,1,311.69,311.69,311,20,0,2,1,2,212,5,Lost / Low Value
14952,2010-12-10 12:48:00,2011-10-11 10:33:00,60,11,8099.490000000001,736.3172727272728,3355,138,304,3,5,5,355,13,Loyal Customers
14953,2011-11-14 14:59:00,2011-11-14 14:59:00,25,1,289.82,289.82,225,54,0,4,1,2,412,7,New Customers
14954,2011-11-27 14:30:00,2011-11-27 14:30:00,12,1,336.17,336.17,127,75,0,5,1,2,512,8,New Customers
14957,2011-03-31 17:59:00,2011-03-31 17:59:00,253,1,58.49,58.49,34,12,0,1,1,1,111,3,Lost / Low Value
14958,2011-04-08 11:28:00,2011-07-15 14:20:00,147,3,499.68,166.56,129,41,98,2,3,3,233,8,At Risk
14959,2011-02-16 13:00:00,2011-10-06 18:23:00,64,4,695.42,173.855,494,58,232,3,4,3,343,10,Loyal Customers
14960,2011-06-21 13:38:00,2011-12-01 12:54:00,8,2,221.26999999999998,110.63499999999999,221,23,162,5,3,1,531,9,Potential Loyalists
14961,2010-12-14 11:38:00,2011-11-29 09:42:00,11,9,7044.68,782.7422222222223,3708,312,349,5,5,5,555,15,Champions
14962,2011-03-14 09:42:00,2011-03-14 09:42:00,271,1,126.7,126.7,44,5,0,1,1,1,111,3,Lost / Low Value
14963,2011-06-09 12:30:00,2011-11-30 12:16:00,10,5,1487.8,297.56,1176,184,173,5,4,4,544,13,Champions
14964,2011-04-06 14:13:00,2011-04-06 14:13:00,247,1,206.21,206.21,143,13,0,1,1,1,111,3,Lost / Low Value
14965,2011-09-04 13:15:00,2011-09-04 13:20:00,96,2,599.0,299.5,365,80,0,2,3,3,233,8,At Risk
14966,2011-11-25 12:20:00,2011-11-25 12:20:00,15,1,191.32,191.32,187,35,0,4,1,1,411,6,New Customers
14967,2011-10-21 11:06:00,2011-10-21 11:06:00,50,1,463.8,463.8,140,6,0,3,1,2,312,6,Regular Customers
14968,2011-11-09 13:58:00,2011-11-09 13:58:00,30,1,147.59,147.59,127,37,0,4,1,1,411,6,New Customers
14970,2011-01-27 12:23:00,2011-10-02 13:44:00,68,4,1592.06,398.015,250,34,248,3,4,4,344,11,Loyal Customers
14971,2011-10-27 13:33:00,2011-11-04 17:07:00,35,3,1116.57,372.19,644,150,8,3,3,4,334,10,Big Spenders
14972,2011-08-03 14:54:00,2011-08-03 14:54:00,128,1,114.77,114.77,28,18,0,2,1,1,211,4,Lost / Low Value
14973,2011-04-28 12:22:00,2011-08-24 15:51:00,107,3,1314.45,438.15000000000003,369,32,118,2,3,4,234,9,At Risk
14974,2011-11-02 13:01:00,2011-11-02 13:01:00,37,1,114.39,114.39,44,17,0,3,1,1,311,5,Regular Customers
14975,2011-10-13 14:08:00,2011-10-13 14:08:00,57,1,279.94,279.94,380,11,0,3,1,2,312,6,Regular Customers
14976,2011-01-17 11:09:00,2011-10-13 16:37:00,57,7,790.86,112.98,234,72,269,3,5,3,353,11,Loyal Customers
14978,2011-01-13 12:03:00,2011-09-28 13:07:00,72,5,1931.42,386.284,525,213,258,2,4,4,244,10,At Risk High Value
14981,2011-04-07 13:45:00,2011-04-07 13:45:00,246,1,102.12,102.12,97,8,0,1,1,1,111,3,Lost / Low Value
14984,2011-06-12 11:04:00,2011-11-20 14:28:00,19,2,213.27,106.635,60,39,161,4,3,1,431,8,Potential Loyalists
14985,2010-12-16 19:51:00,2011-05-25 14:29:00,198,2,296.75,148.375,260,82,159,1,3,2,132,6,At Risk
14987,2010-12-09 12:13:00,2011-11-24 09:59:00,16,2,326.4,163.2,128,4,349,4,3,2,432,9,Potential Loyalists
14988,2011-05-12 12:05:00,2011-05-12 12:05:00,212,1,334.54,334.54,141,40,0,1,1,2,112,4,Lost / Low Value
14995,2011-03-04 13:14:00,2011-11-01 11:39:00,39,2,233.23000000000002,116.61500000000001,103,60,241,3,3,1,331,7,Regular Customers
14997,2011-06-14 16:52:00,2011-10-24 13:28:00,46,3,546.1999999999999,182.06666666666663,1120,26,131,3,3,3,333,9,Regular Customers
14998,2011-04-12 16:28:00,2011-06-22 17:30:00,170,2,429.87,214.935,270,72,71,2,3,2,232,7,At Risk
15000,2011-10-23 11:42:00,2011-10-23 11:42:00,48,1,490.52,490.52,218,76,0,3,1,3,313,7,Regular Customers
15002,2010-12-07 13:16:00,2011-08-16 10:44:00,116,4,1641.76,410.44,862,112,251,2,4,4,244,10,At Risk High Value
15004,2011-07-15 14:05:00,2011-07-15 14:05:00,147,1,1246.32,1246.32,630,154,0,2,1,4,214,7,Big Spenders
15005,2010-12-08 14:36:00,2011-11-24 12:25:00,16,28,6316.57,225.5917857142857,4247,1096,350,4,5,5,455,14,Champions
15006,2011-10-19 15:08:00,2011-10-19 15:08:00,51,1,502.09,502.09,302,121,0,3,1,3,313,7,Regular Customers
15007,2011-07-03 16:00:00,2011-07-03 16:00:00,159,1,156.91,156.91,69,12,0,2,1,1,211,4,Lost / Low Value
15009,2011-11-14 17:40:00,2011-11-27 13:35:00,12,3,1261.7800000000002,420.5933333333334,642,178,12,5,3,4,534,12,Potential Loyalists
15010,2011-11-04 12:42:00,2011-11-04 12:42:00,36,1,308.94,308.94,184,20,0,3,1,2,312,6,Regular Customers
15012,2010-12-01 12:49:00,2011-10-17 12:22:00,54,2,423.03999999999996,211.51999999999998,231,114,319,3,3,2,332,8,Regular Customers
15014,2011-06-16 19:40:00,2011-10-27 20:07:00,43,2,260.17,130.085,151,29,133,3,3,2,332,8,Regular Customers
15016,2011-06-20 12:06:00,2011-06-20 12:06:00,173,1,170.04,170.04,76,20,0,2,1,1,211,4,Lost / Low Value
15017,2011-11-06 10:33:00,2011-11-06 10:33:00,34,1,125.58,125.58,63,20,0,3,1,1,311,5,Regular Customers
15018,2010-12-07 10:47:00,2011-11-01 12:47:00,39,3,496.21000000000004,165.40333333333334,189,31,329,3,3,3,333,9,Regular Customers
15019,2011-03-18 12:35:00,2011-03-18 12:35:00,267,1,266.0,266.0,159,64,0,1,1,2,112,4,Lost / Low Value
15021,2010-12-08 12:17:00,2011-12-01 11:53:00,9,9,1914.82,212.75777777777776,847,434,357,5,5,4,554,14,Champions
15022,2011-10-23 15:47:00,2011-11-28 12:35:00,12,4,905.04,226.26,543,112,35,5,4,3,543,12,Loyal Customers
15023,2010-12-05 13:49:00,2011-12-06 17:23:00,3,11,6802.76,618.4327272727273,2871,543,366,5,5,5,555,15,Champions
15024,2010-12-07 13:20:00,2011-11-30 12:06:00,10,10,1661.3300000000002,166.133,920,148,357,5,5,4,554,14,Champions
15025,2011-11-06 15:20:00,2011-11-06 15:20:00,33,1,377.01,377.01,189,66,0,3,1,2,312,6,Regular Customers
15026,2011-03-07 13:45:00,2011-09-20 13:52:00,80,3,469.0,156.33333333333334,285,61,197,2,3,2,232,7,At Risk
15027,2011-04-15 14:14:00,2011-11-09 10:16:00,31,4,1066.15,266.5375,565,34,207,4,4,4,444,12,Champions
15028,2010-12-06 12:47:00,2011-12-01 14:06:00,8,4,627.13,156.7825,459,47,360,5,4,3,543,12,Loyal Customers
15030,2011-03-16 15:34:00,2011-09-29 10:50:00,72,2,518.28,259.14,372,7,196,2,3,3,233,8,At Risk
15031,2011-03-02 14:46:00,2011-12-05 14:19:00,4,4,668.14,167.035,401,110,277,5,4,3,543,12,Loyal Customers
15032,2010-12-08 12:57:00,2011-03-28 15:03:00,256,3,4959.1,1653.0333333333335,2968,50,110,1,3,5,135,9,At Risk
15033,2011-01-14 13:28:00,2011-12-05 12:40:00,5,10,2586.67,258.66700000000003,1695,481,324,5,5,5,555,15,Champions
15034,2010-12-21 09:47:00,2011-11-24 12:11:00,16,8,4308.61,538.57625,2422,389,338,4,5,5,455,14,Champions
15035,2011-09-11 11:08:00,2011-09-11 11:08:00,90,1,252.73,252.73,245,26,0,2,1,2,212,5,Lost / Low Value
15036,2011-06-13 12:19:00,2011-09-28 15:42:00,72,3,465.55,155.18333333333334,327,115,107,2,3,2,232,7,At Risk
15038,2010-12-05 10:54:00,2011-10-12 11:33:00,59,6,705.49,117.58166666666666,217,123,311,3,5,3,353,11,Loyal Customers
15039,2010-12-06 11:26:00,2011-11-30 11:31:00,10,47,19914.44,423.7114893617021,9209,1460,359,5,5,5,555,15,Champions
15041,2011-06-22 16:16:00,2011-06-22 16:16:00,170,1,180.35,180.35,104,66,0,2,1,1,211,4,Lost / Low Value
15042,2011-05-24 16:25:00,2011-05-24 16:25:00,199,1,135.93,135.93,30,5,0,1,1,1,111,3,Lost / Low Value
15043,2011-11-08 14:26:00,2011-11-08 14:26:00,31,1,537.0,537.0,300,3,0,4,1,3,413,8,New Customers
15044,2010-12-12 14:27:00,2011-11-20 13:20:00,19,17,7700.2300000000005,452.954705882353,2795,433,342,4,5,5,455,14,Champions
15045,2011-03-27 11:44:00,2011-07-11 11:33:00,152,2,735.66,367.83,114,12,105,2,3,3,233,8,At Risk
15046,2011-01-05 15:30:00,2011-11-30 15:50:00,9,15,5213.77,347.5846666666667,3451,200,329,5,5,5,555,15,Champions
15047,2011-03-15 10:49:00,2011-03-15 10:49:00,270,1,343.62,343.62,222,22,0,1,1,2,112,4,Lost / Low Value
15048,2010-12-06 12:15:00,2011-10-05 14:55:00,65,4,384.05,96.0125,195,94,303,3,4,2,342,9,Regular Customers
15049,2011-03-11 12:13:00,2011-03-11 12:13:00,274,1,121.17000000000002,121.17000000000002,63,3,0,1,1,1,111,3,Lost / Low Value
15050,2011-09-29 13:22:00,2011-11-14 16:17:00,25,3,1782.0900000000001,594.0300000000001,1224,70,46,4,3,4,434,11,Potential Loyalists
15051,2011-07-12 15:29:00,2011-11-16 15:38:00,23,3,1391.61,463.86999999999995,1011,138,127,4,3,4,434,11,Potential Loyalists
15052,2011-01-24 15:52:00,2011-01-24 15:52:00,319,1,215.78,215.78,82,27,0,1,1,1,111,3,Lost / Low Value
15053,2011-03-03 12:06:00,2011-12-05 12:08:00,5,3,697.79,232.59666666666666,986,67,277,5,3,3,533,11,Potential Loyalists
15054,2011-10-30 14:33:00,2011-11-27 15:02:00,12,2,302.1,151.05,198,112,28,5,3,2,532,10,Potential Loyalists
15057,2011-01-28 09:09:00,2011-03-09 15:17:00,275,2,1489.5,744.75,668,25,40,1,3,4,134,8,At Risk
15058,2011-01-31 15:35:00,2011-11-14 14:57:00,25,11,2124.99,193.18090909090907,1069,258,286,4,5,5,455,14,Champions
15059,2011-01-09 11:54:00,2011-10-30 11:35:00,41,9,1337.72,148.63555555555556,604,234,293,3,5,4,354,12,Loyal Customers
15060,2011-11-30 14:03:00,2011-12-01 13:47:00,8,4,303.09,75.7725,263,111,0,5,4,2,542,11,Regular Customers
15061,2010-12-02 15:19:00,2011-12-06 12:06:00,4,48,54534.14,1136.1279166666666,28920,403,368,5,5,5,555,15,Champions
15062,2010-12-15 15:37:00,2011-09-29 16:51:00,71,4,987.86,246.965,763,57,288,3,4,4,344,11,Loyal Customers
15063,2011-05-10 13:25:00,2011-05-10 13:25:00,213,1,370.8,370.8,56,5,0,1,1,2,112,4,Lost / Low Value
15065,2011-02-21 12:54:00,2011-11-02 09:45:00,38,4,3158.13,789.5325,1383,155,253,3,4,5,345,12,Loyal Customers
15066,2011-10-17 13:25:00,2011-10-17 13:25:00,53,1,893.59,893.59,317,42,0,3,1,3,313,7,Regular Customers
15067,2011-03-02 12:10:00,2011-09-22 13:20:00,78,3,1744.7599999999998,581.5866666666666,954,82,204,2,3,4,234,9,At Risk
15068,2011-03-28 14:27:00,2011-10-24 14:47:00,46,2,553.36,276.68,364,104,210,3,3,3,333,9,Regular Customers
15069,2011-06-13 14:16:00,2011-06-13 14:16:00,179,1,1109.53,1109.53,520,70,0,1,1,4,114,6,Big Spenders
15070,2010-12-02 11:23:00,2010-12-02 11:23:00,373,1,106.2,106.2,36,1,0,1,1,1,111,3,Lost / Low Value
15071,2011-03-09 10:19:00,2011-09-07 11:43:00,94,2,982.07,491.035,269,26,182,2,3,4,234,9,At Risk
15073,2011-06-06 09:59:00,2011-11-30 10:44:00,10,3,1043.41,347.80333333333334,491,54,177,5,3,4,534,12,Potential Loyalists
15074,2011-08-26 14:45:00,2011-08-26 14:45:00,105,1,748.87,748.87,455,41,0,2,1,3,213,6,Regular Customers
15075,2011-09-23 12:27:00,2011-09-23 12:27:00,78,1,773.03,773.03,447,27,0,2,1,3,213,6,Regular Customers
15076,2011-06-20 08:23:00,2011-06-20 08:23:00,173,1,880.85,880.85,571,49,0,2,1,3,213,6,Regular Customers
15078,2010-12-06 12:38:00,2011-12-02 15:41:00,7,32,9743.11,304.4721875,5105,440,361,5,5,5,555,15,Champions
15079,2010-12-09 09:25:00,2011-05-11 12:45:00,213,4,895.61,223.9025,389,47,153,1,4,3,143,8,At Risk
15081,2010-12-07 16:20:00,2011-11-17 17:08:00,22,5,504.8,100.96000000000001,190,33,345,4,4,3,443,11,Loyal Customers
15083,2011-03-28 12:18:00,2011-03-28 12:18:00,257,1,88.2,88.2,38,5,0,1,1,1,111,3,Lost / Low Value
15087,2011-03-03 10:34:00,2011-03-03 10:34:00,282,1,306.94,306.94,470,15,0,1,1,2,112,4,Lost / Low Value
15088,2011-10-03 14:05:00,2011-11-18 13:14:00,21,2,1160.0700000000002,580.0350000000001,460,57,45,4,3,4,434,11,Potential Loyalists
15089,2011-08-03 14:14:00,2011-11-29 16:31:00,10,6,2420.84,403.47333333333336,1359,145,118,5,5,5,555,15,Champions
15090,2011-02-04 14:03:00,2011-02-04 14:03:00,308,1,381.32,381.32,208,23,0,1,1,2,112,4,Lost / Low Value
15091,2011-10-03 12:47:00,2011-10-03 12:47:00,68,1,480.71,480.71,346,30,0,3,1,2,312,6,Regular Customers
15092,2011-03-01 12:24:00,2011-05-08 14:10:00,215,2,457.81000000000006,228.90500000000003,135,26,68,1,3,2,132,6,At Risk
15093,2010-12-02 18:25:00,2011-11-21 13:09:00,18,6,4597.02,766.1700000000001,3760,108,353,4,5,5,455,14,Champions
15095,2011-05-20 14:27:00,2011-08-28 12:01:00,104,4,1370.6,342.65,1079,47,99,2,4,4,244,10,At Risk High Value
15096,2011-10-28 10:27:00,2011-10-28 10:27:00,43,1,219.39,219.39,120,11,0,3,1,1,311,5,Regular Customers
15097,2011-12-05 14:03:00,2011-12-05 14:03:00,4,1,248.08,248.08,170,25,0,5,1,1,511,7,New Customers
15098,2011-06-10 15:22:00,2011-06-10 15:33:00,182,3,39916.5,13305.5,121,3,0,1,3,5,135,9,At Risk
15099,2011-09-16 13:13:00,2011-09-16 13:13:00,84,1,410.48,410.48,343,23,0,2,1,2,212,5,Lost / Low Value
15100,2010-12-01 09:09:00,2011-01-10 10:35:00,334,3,876.0,292.0,80,3,40,1,3,3,133,7,At Risk
15101,2010-12-15 12:54:00,2011-12-01 10:18:00,9,2,317.53,158.765,241,8,350,5,3,2,532,10,Potential Loyalists
15103,2011-09-14 13:54:00,2011-11-08 14:53:00,31,2,703.36,351.68,329,35,55,4,3,3,433,10,Potential Loyalists
15104,2011-03-02 14:16:00,2011-05-27 12:29:00,197,2,1027.44,513.72,637,67,85,1,3,4,134,8,At Risk
15105,2011-07-28 10:09:00,2011-11-21 16:54:00,18,7,2298.93,328.4185714285714,1211,101,116,4,5,5,455,14,Champions
15106,2011-03-15 12:52:00,2011-11-22 09:16:00,18,5,1422.52,284.504,1181,100,251,4,4,4,444,12,Champions
15107,2010-12-02 13:45:00,2011-02-01 14:46:00,311,6,319.5,53.25,169,16,61,1,5,2,152,8,At Risk
15108,2011-04-26 10:54:00,2011-07-21 10:24:00,142,4,1300.25,325.0625,499,60,85,2,4,4,244,10,At Risk High Value
15109,2011-04-08 09:58:00,2011-04-08 09:58:00,246,1,484.95,484.95,131,28,0,1,1,2,112,4,Lost / Low Value
15110,2011-01-25 11:41:00,2011-11-16 11:16:00,24,4,996.1,249.025,246,35,294,4,4,4,444,12,Champions
15111,2010-12-02 11:45:00,2011-11-10 16:58:00,29,3,1567.48,522.4933333333333,710,84,343,4,3,4,434,11,Potential Loyalists
15113,2011-10-16 15:27:00,2011-11-30 08:23:00,10,3,3609.33,1203.11,2386,93,44,5,3,5,535,13,Potential Loyalists
15114,2011-02-11 08:45:00,2011-11-09 15:05:00,30,10,2760.56,276.056,3096,197,271,4,5,5,455,14,Champions
15115,2011-11-21 14:59:00,2011-11-21 14:59:00,18,1,340.11,340.11,157,21,0,4,1,2,412,7,New Customers
15116,2011-05-19 08:50:00,2011-11-22 12:25:00,18,4,1352.75,338.1875,648,45,187,4,4,4,444,12,Champions
15117,2011-05-08 12:38:00,2011-11-25 08:12:00,15,5,1551.78,310.356,1948,79,200,4,4,4,444,12,Champions
15118,2011-07-28 14:54:00,2011-07-28 14:54:00,134,1,244.8,244.8,1440,1,0,2,1,1,211,4,Lost / Low Value
15119,2011-04-08 09:08:00,2011-04-08 09:08:00,246,1,266.4,266.4,88,14,0,1,1,2,112,4,Lost / Low Value
15120,2011-07-29 09:48:00,2011-07-29 09:48:00,134,1,358.82,358.82,296,21,0,2,1,2,212,5,Lost / Low Value
15121,2011-02-24 12:41:00,2011-10-20 14:51:00,50,2,457.71999999999997,228.85999999999999,199,28,238,3,3,2,332,8,Regular Customers
15122,2011-02-15 09:59:00,2011-08-17 16:48:00,114,3,1633.78,544.5933333333334,800,82,183,2,3,4,234,9,At Risk
15123,2011-05-17 14:57:00,2011-12-02 13:12:00,7,2,2199.31,1099.655,1195,106,198,5,3,5,535,13,Potential Loyalists
